ProductId;LocalOrderCode;HasGraphicalItem;Description;Price;DiscountFamilyGroup;UnitOfMeasure
1SDA077274R1;1SDA077274R1;1;E2.2H-A 2000 Ekip G Touch LSIG 3p F HR;1021;BreakerDiscount;pcs
1SDA077614R1;1SDA077614R1;1;E2.2H-A 2000 Ekip G Touch LSIG 3p WMP;1601;BreakerDiscount;pcs
1SDA077444R1;1SDA077444R1;1;E2.2H-A 2000 Ekip G Touch LSIG 4p F HR;679;BreakerDiscount;pcs
1SDA077784R1;1SDA077784R1;1;E2.2H-A 2000 Ekip G Touch LSIG 4p WMP;1351;BreakerDiscount;pcs
1SDA077275R1;1SDA077275R1;1;E2.2H-A 2000 Ekip Hi-Touch LSI 3p F HR;847;BreakerDiscount;pcs
1SDA077615R1;1SDA077615R1;1;E2.2H-A 2000 Ekip Hi-Touch LSI 3p WMP;2161;BreakerDiscount;pcs
1SDA077445R1;1SDA077445R1;1;E2.2H-A 2000 Ekip Hi-Touch LSI 4p F HR;2566;BreakerDiscount;pcs
1SDA077785R1;1SDA077785R1;1;E2.2H-A 2000 Ekip Hi-Touch LSI 4p WMP;875;BreakerDiscount;pcs
1SDA077276R1;1SDA077276R1;1;E2.2H-A 2000 Ekip Hi-Touch LSIG 3p F HR;2394;BreakerDiscount;pcs
1SDA077616R1;1SDA077616R1;1;E2.2H-A 2000 Ekip Hi-Touch LSIG 3p WMP;2751;BreakerDiscount;pcs
1SDA077446R1;1SDA077446R1;1;E2.2H-A 2000 Ekip Hi-Touch LSIG 4p F HR;932;BreakerDiscount;pcs
1SDA077786R1;1SDA077786R1;1;E2.2H-A 2000 Ekip Hi-Touch LSIG 4p WMP;73;BreakerDiscount;pcs
1SDA077271R1;1SDA077271R1;1;E2.2H-A 2000 Ekip Touch LI 3p F HR;530;BreakerDiscount;pcs
1SDA077611R1;1SDA077611R1;1;E2.2H-A 2000 Ekip Touch LI 3p WMP;2078;BreakerDiscount;pcs
1SDA077441R1;1SDA077441R1;1;E2.2H-A 2000 Ekip Touch LI 4p F HR;1095;BreakerDiscount;pcs
1SDA077781R1;1SDA077781R1;1;E2.2H-A 2000 Ekip Touch LI 4p WMP;1791;BreakerDiscount;pcs
1SDA077272R1;1SDA077272R1;1;E2.2H-A 2000 Ekip Touch LSI 3p F HR;2066;BreakerDiscount;pcs
1SDA077612R1;1SDA077612R1;1;E2.2H-A 2000 Ekip Touch LSI 3p WMP;2864;BreakerDiscount;pcs
1SDA077442R1;1SDA077442R1;1;E2.2H-A 2000 Ekip Touch LSI 4p F HR;2032;BreakerDiscount;pcs
1SDA077782R1;1SDA077782R1;1;E2.2H-A 2000 Ekip Touch LSI 4p WMP;442;BreakerDiscount;pcs
1SDA077273R1;1SDA077273R1;1;E2.2H-A 2000 Ekip Touch LSIG 3p F HR;2873;BreakerDiscount;pcs
1SDA077613R1;1SDA077613R1;1;E2.2H-A 2000 Ekip Touch LSIG 3p WMP;1962;BreakerDiscount;pcs
1SDA077443R1;1SDA077443R1;1;E2.2H-A 2000 Ekip Touch LSIG 4p F HR;800;BreakerDiscount;pcs
1SDA077783R1;1SDA077783R1;1;E2.2H-A 2000 Ekip Touch LSIG 4p WMP;1442;BreakerDiscount;pcs
1SDA077238R1;1SDA077238R1;1;E2.2H-A 800 Ekip Dip LI 3p F HR;2171;BreakerDiscount;pcs
1SDA077578R1;1SDA077578R1;1;E2.2H-A 800 Ekip Dip LI 3p WMP;705;BreakerDiscount;pcs
1SDA077408R1;1SDA077408R1;1;E2.2H-A 800 Ekip Dip LI 4p F HR;797;BreakerDiscount;pcs
1SDA077748R1;1SDA077748R1;1;E2.2H-A 800 Ekip Dip LI 4p WMP;57;BreakerDiscount;pcs
1SDA077239R1;1SDA077239R1;1;E2.2H-A 800 Ekip Dip LSI 3p F HR;791;BreakerDiscount;pcs
1SDA077579R1;1SDA077579R1;1;E2.2H-A 800 Ekip Dip LSI 3p WMP;941;BreakerDiscount;pcs
1SDA077409R1;1SDA077409R1;1;E2.2H-A 800 Ekip Dip LSI 4p F HR;2726;BreakerDiscount;pcs
1SDA077749R1;1SDA077749R1;1;E2.2H-A 800 Ekip Dip LSI 4p WMP;139;BreakerDiscount;pcs
1SDA077240R1;1SDA077240R1;1;E2.2H-A 800 Ekip Dip LSIG 3p F HR;657;BreakerDiscount;pcs
1SDA077580R1;1SDA077580R1;1;E2.2H-A 800 Ekip Dip LSIG 3p WMP;1175;BreakerDiscount;pcs
1SDA077410R1;1SDA077410R1;1;E2.2H-A 800 Ekip Dip LSIG 4p F HR;444;BreakerDiscount;pcs
1SDA077750R1;1SDA077750R1;1;E2.2H-A 800 Ekip Dip LSIG 4p WMP;1761;BreakerDiscount;pcs
1SDA077247R1;1SDA077247R1;1;E2.2H-A 800 Ekip G Hi-Touch LSIG 3p F HR;831;BreakerDiscount;pcs
1SDA077587R1;1SDA077587R1;1;E2.2H-A 800 Ekip G Hi-Touch LSIG 3p WMP;1450;BreakerDiscount;pcs
1SDA077417R1;1SDA077417R1;1;E2.2H-A 800 Ekip G Hi-Touch LSIG 4p F HR;197;BreakerDiscount;pcs
1SDA077757R1;1SDA077757R1;1;E2.2H-A 800 Ekip G Hi-Touch LSIG 4p WMP;2764;BreakerDiscount;pcs
1SDA077244R1;1SDA077244R1;1;E2.2H-A 800 Ekip G Touch LSIG 3p F HR;1209;BreakerDiscount;pcs
1SDA077584R1;1SDA077584R1;1;E2.2H-A 800 Ekip G Touch LSIG 3p WMP;1671;BreakerDiscount;pcs
1SDA077414R1;1SDA077414R1;1;E2.2H-A 800 Ekip G Touch LSIG 4p F HR;1824;BreakerDiscount;pcs
1SDA077754R1;1SDA077754R1;1;E2.2H-A 800 Ekip G Touch LSIG 4p WMP;1319;BreakerDiscount;pcs
1SDA077245R1;1SDA077245R1;1;E2.2H-A 800 Ekip Hi-Touch LSI 3p F HR;451;BreakerDiscount;pcs
1SDA077585R1;1SDA077585R1;1;E2.2H-A 800 Ekip Hi-Touch LSI 3p WMP;2973;BreakerDiscount;pcs
1SDA077415R1;1SDA077415R1;1;E2.2H-A 800 Ekip Hi-Touch LSI 4p F HR;1430;BreakerDiscount;pcs
1SDA077755R1;1SDA077755R1;1;E2.2H-A 800 Ekip Hi-Touch LSI 4p WMP;1147;BreakerDiscount;pcs
1SDA077246R1;1SDA077246R1;1;E2.2H-A 800 Ekip Hi-Touch LSIG 3p F HR;1109;BreakerDiscount;pcs
1SDA077586R1;1SDA077586R1;1;E2.2H-A 800 Ekip Hi-Touch LSIG 3p WMP;1923;BreakerDiscount;pcs
1SDA077416R1;1SDA077416R1;1;E2.2H-A 800 Ekip Hi-Touch LSIG 4p F HR;1433;BreakerDiscount;pcs
1SDA077756R1;1SDA077756R1;1;E2.2H-A 800 Ekip Hi-Touch LSIG 4p WMP;1901;BreakerDiscount;pcs
1SDA077241R1;1SDA077241R1;1;E2.2H-A 800 Ekip Touch LI 3p F HR;1635;BreakerDiscount;pcs
1SDA077581R1;1SDA077581R1;1;E2.2H-A 800 Ekip Touch LI 3p WMP;810;BreakerDiscount;pcs
1SDA077411R1;1SDA077411R1;1;E2.2H-A 800 Ekip Touch LI 4p F HR;1553;BreakerDiscount;pcs
1SDA077751R1;1SDA077751R1;1;E2.2H-A 800 Ekip Touch LI 4p WMP;2530;BreakerDiscount;pcs
1SDA077242R1;1SDA077242R1;1;E2.2H-A 800 Ekip Touch LSI 3p F HR;878;BreakerDiscount;pcs
1SDA077582R1;1SDA077582R1;1;E2.2H-A 800 Ekip Touch LSI 3p WMP;1536;BreakerDiscount;pcs
1SDA077412R1;1SDA077412R1;1;E2.2H-A 800 Ekip Touch LSI 4p F HR;2835;BreakerDiscount;pcs
1SDA077752R1;1SDA077752R1;1;E2.2H-A 800 Ekip Touch LSI 4p WMP;1728;BreakerDiscount;pcs
1SDA077243R1;1SDA077243R1;1;E2.2H-A 800 Ekip Touch LSIG 3p F HR;715;BreakerDiscount;pcs
1SDA077583R1;1SDA077583R1;1;E2.2H-A 800 Ekip Touch LSIG 3p WMP;1356;BreakerDiscount;pcs
1SDA077413R1;1SDA077413R1;1;E2.2H-A 800 Ekip Touch LSIG 4p F HR;1846;BreakerDiscount;pcs
1SDA077753R1;1SDA077753R1;1;E2.2H-A 800 Ekip Touch LSIG 4p WMP;599;BreakerDiscount;pcs
1SDA074327R1;1SDA074327R1;1;E2.2H/E 1000 Upgrade Kit 1150V AC 3p;1674;BreakerDiscount;pcs
1SDA074333R1;1SDA074333R1;1;E2.2H/E 1000 Upgrade Kit 1150V AC 4p;1707;BreakerDiscount;pcs
1SDA074328R1;1SDA074328R1;1;E2.2H/E 1250 Upgrade Kit 1150V AC 3p;1920;BreakerDiscount;pcs
1SDA074334R1;1SDA074334R1;1;E2.2H/E 1250 Upgrade Kit 1150V AC 4p;810;BreakerDiscount;pcs
1SDA074329R1;1SDA074329R1;1;E2.2H/E 1600 Upgrade Kit 1150V AC 3p;595;BreakerDiscount;pcs
1SDA074335R1;1SDA074335R1;1;E2.2H/E 1600 Upgrade Kit 1150V AC 4p;2127;BreakerDiscount;pcs
1SDA074330R1;1SDA074330R1;1;E2.2H/E 2000 Upgrade Kit 1150V AC 3p;2866;BreakerDiscount;pcs
1SDA074336R1;1SDA074336R1;1;E2.2H/E 2000 Upgrade Kit 1150V AC 4p;2184;BreakerDiscount;pcs
1SDA074331R1;1SDA074331R1;1;E2.2H/E 2500 Upgrade Kit 1150V AC 3p;1179;BreakerDiscount;pcs
1SDA074337R1;1SDA074337R1;1;E2.2H/E 2500 Upgrade Kit 1150V AC 4p;950;BreakerDiscount;pcs
1SDA074326R1;1SDA074326R1;1;E2.2H/E 800 Upgrade Kit 1150V AC 3p;2882;BreakerDiscount;pcs
1SDA074332R1;1SDA074332R1;1;E2.2H/E 800 Upgrade Kit 1150V AC 4p;1980;BreakerDiscount;pcs
1SDA073405R1;1SDA073405R1;1;E2.2H/MS 1000 3p F HR;788;BreakerDiscount;pcs
1SDA073489R1;1SDA073489R1;1;E2.2H/MS 1000 3p WMP;2684;BreakerDiscount;pcs
1SDA073444R1;1SDA073444R1;1;E2.2H/MS 1000 4p F HR;1663;BreakerDiscount;pcs
1SDA073528R1;1SDA073528R1;1;E2.2H/MS 1000 4p WMP;1770;BreakerDiscount;pcs
1SDA073407R1;1SDA073407R1;1;E2.2H/MS 1250 3p F HR;1336;BreakerDiscount;pcs
1SDA073491R1;1SDA073491R1;1;E2.2H/MS 1250 3p WMP;2901;BreakerDiscount;pcs
1SDA073446R1;1SDA073446R1;1;E2.2H/MS 1250 4p F HR;2485;BreakerDiscount;pcs
1SDA073530R1;1SDA073530R1;1;E2.2H/MS 1250 4p WMP;1801;BreakerDiscount;pcs
1SDA073410R1;1SDA073410R1;1;E2.2H/MS 1600 3p F HR;1212;BreakerDiscount;pcs
1SDA073494R1;1SDA073494R1;1;E2.2H/MS 1600 3p WMP;1825;BreakerDiscount;pcs
1SDA073449R1;1SDA073449R1;1;E2.2H/MS 1600 4p F HR;697;BreakerDiscount;pcs
1SDA073533R1;1SDA073533R1;1;E2.2H/MS 1600 4p WMP;1817;BreakerDiscount;pcs
1SDA073413R1;1SDA073413R1;1;E2.2H/MS 2000 3p F HR;1759;BreakerDiscount;pcs
1SDA073497R1;1SDA073497R1;1;E2.2H/MS 2000 3p WMP;1367;BreakerDiscount;pcs
1SDA073452R1;1SDA073452R1;1;E2.2H/MS 2000 4p F HR;2488;BreakerDiscount;pcs
1SDA073536R1;1SDA073536R1;1;E2.2H/MS 2000 4p WMP;2833;BreakerDiscount;pcs
1SDA073415R1;1SDA073415R1;1;E2.2H/MS 2500 3p F HR;1421;BreakerDiscount;pcs
1SDA073499R1;1SDA073499R1;1;E2.2H/MS 2500 3p WMP;2613;BreakerDiscount;pcs
1SDA073454R1;1SDA073454R1;1;E2.2H/MS 2500 4p F HR;2778;BreakerDiscount;pcs
1SDA073538R1;1SDA073538R1;1;E2.2H/MS 2500 4p WMP;1159;BreakerDiscount;pcs
1SDA073403R1;1SDA073403R1;1;E2.2H/MS 800 3p F HR;902;BreakerDiscount;pcs
1SDA073487R1;1SDA073487R1;1;E2.2H/MS 800 3p WMP;1419;BreakerDiscount;pcs
1SDA073442R1;1SDA073442R1;1;E2.2H/MS 800 4p F HR;2789;BreakerDiscount;pcs
1SDA073526R1;1SDA073526R1;1;E2.2H/MS 800 4p WMP;1019;BreakerDiscount;pcs
1SDA074360R1;1SDA074360R1;1;E2.2MT 2500 MP 3p Earth DOWN;320;BreakerDiscount;pcs
1SDA074354R1;1SDA074354R1;1;E2.2MT 2500 MP 3p Earth UP;1190;BreakerDiscount;pcs
1SDA074361R1;1SDA074361R1;1;E2.2MT 2500 MP 4p Earth DOWN;2930;BreakerDiscount;pcs
1SDA074355R1;1SDA074355R1;1;E2.2MT 2500 MP 4p Earth UP;537;BreakerDiscount;pcs
1SDA074372R1;1SDA074372R1;1;E2.2MTP 2500 MP 3p Earth DOWN;710;BreakerDiscount;pcs
1SDA074366R1;1SDA074366R1;1;E2.2MTP 2500 MP 3p Earth UP;1457;BreakerDiscount;pcs
1SDA074373R1;1SDA074373R1;1;E2.2MTP 2500 MP 4p Earth DOWN;2763;BreakerDiscount;pcs
1SDA074367R1;1SDA074367R1;1;E2.2MTP 2500 MP 4p Earth UP;1568;BreakerDiscount;pcs
1SDA070921R1;1SDA070921R1;1;E2.2N 1000 Ekip Dip LI 3p F HR;2300;BreakerDiscount;pcs
1SDA072271R1;1SDA072271R1;1;E2.2N 1000 Ekip Dip LI 3p WMP;1209;BreakerDiscount;pcs
1SDA080673R1;1SDA080673R1;1;E2.2N 1000 Ekip Dip LI 3p WMP + ACC;1380;BreakerDiscount;pcs
1SDA071551R1;1SDA071551R1;1;E2.2N 1000 Ekip Dip LI 4p F HR;2612;BreakerDiscount;pcs
1SDA072901R1;1SDA072901R1;1;E2.2N 1000 Ekip Dip LI 4p WMP;1170;BreakerDiscount;pcs
1SDA080674R1;1SDA080674R1;1;E2.2N 1000 Ekip Dip LI 4p WMP + ACC;2655;BreakerDiscount;pcs
1SDA070922R1;1SDA070922R1;1;E2.2N 1000 Ekip Dip LSI 3p F HR;838;BreakerDiscount;pcs
1SDA072272R1;1SDA072272R1;1;E2.2N 1000 Ekip Dip LSI 3p WMP;1834;BreakerDiscount;pcs
1SDA071552R1;1SDA071552R1;1;E2.2N 1000 Ekip Dip LSI 4p F HR;1503;BreakerDiscount;pcs
1SDA072902R1;1SDA072902R1;1;E2.2N 1000 Ekip Dip LSI 4p WMP;1927;BreakerDiscount;pcs
1SDA070923R1;1SDA070923R1;1;E2.2N 1000 Ekip Dip LSIG 3p F HR;1377;BreakerDiscount;pcs
1SDA072273R1;1SDA072273R1;1;E2.2N 1000 Ekip Dip LSIG 3p WMP;2513;BreakerDiscount;pcs
1SDA071553R1;1SDA071553R1;1;E2.2N 1000 Ekip Dip LSIG 4p F HR;125;BreakerDiscount;pcs
1SDA072903R1;1SDA072903R1;1;E2.2N 1000 Ekip Dip LSIG 4p WMP;1180;BreakerDiscount;pcs
1SDA070930R1;1SDA070930R1;1;E2.2N 1000 Ekip G Hi-Touch LSIG 3p F HR;1788;BreakerDiscount;pcs
1SDA072280R1;1SDA072280R1;1;E2.2N 1000 Ekip G Hi-Touch LSIG 3p WMP;981;BreakerDiscount;pcs
1SDA071560R1;1SDA071560R1;1;E2.2N 1000 Ekip G Hi-Touch LSIG 4p F HR;392;BreakerDiscount;pcs
1SDA072910R1;1SDA072910R1;1;E2.2N 1000 Ekip G Hi-Touch LSIG 4p WMP;1345;BreakerDiscount;pcs
1SDA070927R1;1SDA070927R1;1;E2.2N 1000 Ekip G Touch LSIG 3p F HR;1133;BreakerDiscount;pcs
1SDA072277R1;1SDA072277R1;1;E2.2N 1000 Ekip G Touch LSIG 3p WMP;1549;BreakerDiscount;pcs
1SDA071557R1;1SDA071557R1;1;E2.2N 1000 Ekip G Touch LSIG 4p F HR;2864;BreakerDiscount;pcs
1SDA072907R1;1SDA072907R1;1;E2.2N 1000 Ekip G Touch LSIG 4p WMP;1915;BreakerDiscount;pcs
1SDA070928R1;1SDA070928R1;1;E2.2N 1000 Ekip Hi-Touch LSI 3p F HR;2012;BreakerDiscount;pcs
1SDA072278R1;1SDA072278R1;1;E2.2N 1000 Ekip Hi-Touch LSI 3p WMP;2958;BreakerDiscount;pcs
1SDA071558R1;1SDA071558R1;1;E2.2N 1000 Ekip Hi-Touch LSI 4p F HR;2176;BreakerDiscount;pcs
1SDA072908R1;1SDA072908R1;1;E2.2N 1000 Ekip Hi-Touch LSI 4p WMP;2019;BreakerDiscount;pcs
1SDA070929R1;1SDA070929R1;1;E2.2N 1000 Ekip Hi-Touch LSIG 3p F HR;1850;BreakerDiscount;pcs
1SDA072279R1;1SDA072279R1;1;E2.2N 1000 Ekip Hi-Touch LSIG 3p WMP;2201;BreakerDiscount;pcs
1SDA071559R1;1SDA071559R1;1;E2.2N 1000 Ekip Hi-Touch LSIG 4p F HR;2039;BreakerDiscount;pcs
1SDA072909R1;1SDA072909R1;1;E2.2N 1000 Ekip Hi-Touch LSIG 4p WMP;2704;BreakerDiscount;pcs
1SDA070924R1;1SDA070924R1;1;E2.2N 1000 Ekip Touch LI 3p F HR;186;BreakerDiscount;pcs
1SDA072274R1;1SDA072274R1;1;E2.2N 1000 Ekip Touch LI 3p WMP;730;BreakerDiscount;pcs
1SDA071554R1;1SDA071554R1;1;E2.2N 1000 Ekip Touch LI 4p F HR;945;BreakerDiscount;pcs
1SDA072904R1;1SDA072904R1;1;E2.2N 1000 Ekip Touch LI 4p WMP;448;BreakerDiscount;pcs
1SDA070925R1;1SDA070925R1;1;E2.2N 1000 Ekip Touch LSI 3p F HR;2331;BreakerDiscount;pcs
1SDA072275R1;1SDA072275R1;1;E2.2N 1000 Ekip Touch LSI 3p WMP;559;BreakerDiscount;pcs
1SDA071555R1;1SDA071555R1;1;E2.2N 1000 Ekip Touch LSI 4p F HR;1739;BreakerDiscount;pcs
1SDA072905R1;1SDA072905R1;1;E2.2N 1000 Ekip Touch LSI 4p WMP;959;BreakerDiscount;pcs
1SDA070926R1;1SDA070926R1;1;E2.2N 1000 Ekip Touch LSIG 3p F HR;918;BreakerDiscount;pcs
1SDA072276R1;1SDA072276R1;1;E2.2N 1000 Ekip Touch LSIG 3p WMP;2645;BreakerDiscount;pcs
1SDA071556R1;1SDA071556R1;1;E2.2N 1000 Ekip Touch LSIG 4p F HR;2651;BreakerDiscount;pcs
1SDA072906R1;1SDA072906R1;1;E2.2N 1000 Ekip Touch LSIG 4p WMP;2956;BreakerDiscount;pcs
1SDA070951R1;1SDA070951R1;1;E2.2N 1250 Ekip Dip LI 3p F HR;2039;BreakerDiscount;pcs
1SDA072301R1;1SDA072301R1;1;E2.2N 1250 Ekip Dip LI 3p WMP;471;BreakerDiscount;pcs
1SDA080675R1;1SDA080675R1;1;E2.2N 1250 Ekip Dip LI 3p WMP + ACC;259;BreakerDiscount;pcs
1SDA071581R1;1SDA071581R1;1;E2.2N 1250 Ekip Dip LI 4p F HR;2184;BreakerDiscount;pcs
1SDA072931R1;1SDA072931R1;1;E2.2N 1250 Ekip Dip LI 4p WMP;341;BreakerDiscount;pcs
1SDA080676R1;1SDA080676R1;1;E2.2N 1250 Ekip Dip LI 4p WMP + ACC;1431;BreakerDiscount;pcs
1SDA070952R1;1SDA070952R1;1;E2.2N 1250 Ekip Dip LSI 3p F HR;355;BreakerDiscount;pcs
1SDA072302R1;1SDA072302R1;1;E2.2N 1250 Ekip Dip LSI 3p WMP;461;BreakerDiscount;pcs
1SDA071582R1;1SDA071582R1;1;E2.2N 1250 Ekip Dip LSI 4p F HR;789;BreakerDiscount;pcs
1SDA072932R1;1SDA072932R1;1;E2.2N 1250 Ekip Dip LSI 4p WMP;2703;BreakerDiscount;pcs
1SDA070953R1;1SDA070953R1;1;E2.2N 1250 Ekip Dip LSIG 3p F HR;1975;BreakerDiscount;pcs
1SDA072303R1;1SDA072303R1;1;E2.2N 1250 Ekip Dip LSIG 3p WMP;953;BreakerDiscount;pcs
1SDA071583R1;1SDA071583R1;1;E2.2N 1250 Ekip Dip LSIG 4p F HR;2237;BreakerDiscount;pcs
1SDA072933R1;1SDA072933R1;1;E2.2N 1250 Ekip Dip LSIG 4p WMP;2046;BreakerDiscount;pcs
1SDA070960R1;1SDA070960R1;1;E2.2N 1250 Ekip G Hi-Touch LSIG 3p F HR;431;BreakerDiscount;pcs
1SDA072310R1;1SDA072310R1;1;E2.2N 1250 Ekip G Hi-Touch LSIG 3p WMP;1088;BreakerDiscount;pcs
1SDA071590R1;1SDA071590R1;1;E2.2N 1250 Ekip G Hi-Touch LSIG 4p F HR;1670;BreakerDiscount;pcs
1SDA072940R1;1SDA072940R1;1;E2.2N 1250 Ekip G Hi-Touch LSIG 4p WMP;2255;BreakerDiscount;pcs
1SDA070957R1;1SDA070957R1;1;E2.2N 1250 Ekip G Touch LSIG 3p F HR;1259;BreakerDiscount;pcs
1SDA072307R1;1SDA072307R1;1;E2.2N 1250 Ekip G Touch LSIG 3p WMP;350;BreakerDiscount;pcs
1SDA071587R1;1SDA071587R1;1;E2.2N 1250 Ekip G Touch LSIG 4p F HR;1812;BreakerDiscount;pcs
1SDA072937R1;1SDA072937R1;1;E2.2N 1250 Ekip G Touch LSIG 4p WMP;524;BreakerDiscount;pcs
1SDA070958R1;1SDA070958R1;1;E2.2N 1250 Ekip Hi-Touch LSI 3p F HR;561;BreakerDiscount;pcs
1SDA072308R1;1SDA072308R1;1;E2.2N 1250 Ekip Hi-Touch LSI 3p WMP;917;BreakerDiscount;pcs
1SDA071588R1;1SDA071588R1;1;E2.2N 1250 Ekip Hi-Touch LSI 4p F HR;2533;BreakerDiscount;pcs
1SDA072938R1;1SDA072938R1;1;E2.2N 1250 Ekip Hi-Touch LSI 4p WMP;437;BreakerDiscount;pcs
1SDA070959R1;1SDA070959R1;1;E2.2N 1250 Ekip Hi-Touch LSIG 3p F HR;226;BreakerDiscount;pcs
1SDA072309R1;1SDA072309R1;1;E2.2N 1250 Ekip Hi-Touch LSIG 3p WMP;1836;BreakerDiscount;pcs
1SDA071589R1;1SDA071589R1;1;E2.2N 1250 Ekip Hi-Touch LSIG 4p F HR;1020;BreakerDiscount;pcs
1SDA072939R1;1SDA072939R1;1;E2.2N 1250 Ekip Hi-Touch LSIG 4p WMP;1843;BreakerDiscount;pcs
1SDA070954R1;1SDA070954R1;1;E2.2N 1250 Ekip Touch LI 3p F HR;1137;BreakerDiscount;pcs
1SDA072304R1;1SDA072304R1;1;E2.2N 1250 Ekip Touch LI 3p WMP;2856;BreakerDiscount;pcs
1SDA071584R1;1SDA071584R1;1;E2.2N 1250 Ekip Touch LI 4p F HR;480;BreakerDiscount;pcs
1SDA072934R1;1SDA072934R1;1;E2.2N 1250 Ekip Touch LI 4p WMP;1315;BreakerDiscount;pcs
1SDA070955R1;1SDA070955R1;1;E2.2N 1250 Ekip Touch LSI 3p F HR;2470;BreakerDiscount;pcs
1SDA072305R1;1SDA072305R1;1;E2.2N 1250 Ekip Touch LSI 3p WMP;80;BreakerDiscount;pcs
1SDA071585R1;1SDA071585R1;1;E2.2N 1250 Ekip Touch LSI 4p F HR;2952;BreakerDiscount;pcs
1SDA072935R1;1SDA072935R1;1;E2.2N 1250 Ekip Touch LSI 4p WMP;1557;BreakerDiscount;pcs
1SDA070956R1;1SDA070956R1;1;E2.2N 1250 Ekip Touch LSIG 3p F HR;1735;BreakerDiscount;pcs
1SDA072306R1;1SDA072306R1;1;E2.2N 1250 Ekip Touch LSIG 3p WMP;825;BreakerDiscount;pcs
1SDA071586R1;1SDA071586R1;1;E2.2N 1250 Ekip Touch LSIG 4p F HR;2781;BreakerDiscount;pcs
1SDA072936R1;1SDA072936R1;1;E2.2N 1250 Ekip Touch LSIG 4p WMP;2645;BreakerDiscount;pcs
1SDA070991R1;1SDA070991R1;1;E2.2N 1600 Ekip Dip LI 3p F HR;2381;BreakerDiscount;pcs
1SDA072341R1;1SDA072341R1;1;E2.2N 1600 Ekip Dip LI 3p WMP;235;BreakerDiscount;pcs
1SDA080677R1;1SDA080677R1;1;E2.2N 1600 Ekip Dip LI 3p WMP + ACC;1466;BreakerDiscount;pcs
1SDA071621R1;1SDA071621R1;1;E2.2N 1600 Ekip Dip LI 4p F HR;1711;BreakerDiscount;pcs
1SDA072971R1;1SDA072971R1;1;E2.2N 1600 Ekip Dip LI 4p WMP;2557;BreakerDiscount;pcs
1SDA080678R1;1SDA080678R1;1;E2.2N 1600 Ekip Dip LI 4p WMP + ACC;2389;BreakerDiscount;pcs
1SDA070992R1;1SDA070992R1;1;E2.2N 1600 Ekip Dip LSI 3p F HR;923;BreakerDiscount;pcs
1SDA072342R1;1SDA072342R1;1;E2.2N 1600 Ekip Dip LSI 3p WMP;2322;BreakerDiscount;pcs
1SDA071622R1;1SDA071622R1;1;E2.2N 1600 Ekip Dip LSI 4p F HR;163;BreakerDiscount;pcs
1SDA072972R1;1SDA072972R1;1;E2.2N 1600 Ekip Dip LSI 4p WMP;2446;BreakerDiscount;pcs
1SDA070993R1;1SDA070993R1;1;E2.2N 1600 Ekip Dip LSIG 3p F HR;1071;BreakerDiscount;pcs
1SDA072343R1;1SDA072343R1;1;E2.2N 1600 Ekip Dip LSIG 3p WMP;2603;BreakerDiscount;pcs
1SDA071623R1;1SDA071623R1;1;E2.2N 1600 Ekip Dip LSIG 4p F HR;2082;BreakerDiscount;pcs
1SDA072973R1;1SDA072973R1;1;E2.2N 1600 Ekip Dip LSIG 4p WMP;1180;BreakerDiscount;pcs
1SDA071000R1;1SDA071000R1;1;E2.2N 1600 Ekip G Hi-Touch LSIG 3p F HR;2412;BreakerDiscount;pcs
1SDA072350R1;1SDA072350R1;1;E2.2N 1600 Ekip G Hi-Touch LSIG 3p WMP;2430;BreakerDiscount;pcs
1SDA071630R1;1SDA071630R1;1;E2.2N 1600 Ekip G Hi-Touch LSIG 4p F HR;1267;BreakerDiscount;pcs
1SDA072980R1;1SDA072980R1;1;E2.2N 1600 Ekip G Hi-Touch LSIG 4p WMP;1215;BreakerDiscount;pcs
1SDA070997R1;1SDA070997R1;1;E2.2N 1600 Ekip G Touch LSIG 3p F HR;437;BreakerDiscount;pcs
1SDA072347R1;1SDA072347R1;1;E2.2N 1600 Ekip G Touch LSIG 3p WMP;68;BreakerDiscount;pcs
1SDA071627R1;1SDA071627R1;1;E2.2N 1600 Ekip G Touch LSIG 4p F HR;178;BreakerDiscount;pcs
1SDA072977R1;1SDA072977R1;1;E2.2N 1600 Ekip G Touch LSIG 4p WMP;2517;BreakerDiscount;pcs
1SDA070998R1;1SDA070998R1;1;E2.2N 1600 Ekip Hi-Touch LSI 3p F HR;1001;BreakerDiscount;pcs
1SDA072348R1;1SDA072348R1;1;E2.2N 1600 Ekip Hi-Touch LSI 3p WMP;1179;BreakerDiscount;pcs
1SDA071628R1;1SDA071628R1;1;E2.2N 1600 Ekip Hi-Touch LSI 4p F HR;1824;BreakerDiscount;pcs
1SDA072978R1;1SDA072978R1;1;E2.2N 1600 Ekip Hi-Touch LSI 4p WMP;2033;BreakerDiscount;pcs
1SDA070999R1;1SDA070999R1;1;E2.2N 1600 Ekip Hi-Touch LSIG 3p F HR;1414;BreakerDiscount;pcs
1SDA072349R1;1SDA072349R1;1;E2.2N 1600 Ekip Hi-Touch LSIG 3p WMP;2296;BreakerDiscount;pcs
1SDA071629R1;1SDA071629R1;1;E2.2N 1600 Ekip Hi-Touch LSIG 4p F HR;631;BreakerDiscount;pcs
1SDA072979R1;1SDA072979R1;1;E2.2N 1600 Ekip Hi-Touch LSIG 4p WMP;2247;BreakerDiscount;pcs
